id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
qld_housing_finder_0010,Retirement village and park information,"The Queensland Retirement Village and Park Advice Service can provide you with free specialist advice and information if you are living in, or are considering living in, a manufactured home park or retirement village.",housing,,,QLD,,,,,,https://www.qld.gov.au/housing/buying-owning-home/retirement-villages,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0011,Youth accommodation support,"Youth accommodation support provides helpful information about finding housing and accommodation, moving out of home, and support if you're at risk of homelessness.",housing,,,QLD,,,,,,https://www.qld.gov.au/youth/family-social-support/accommodation-support,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0012,Youth Housing and Reintegration Services (YHARS),"Youth Housing and Reintegration Services (YHARS) help young people who are homeless or at risk of becoming homeless. They provide support, financial help and access to different accommodation options.",housing,,,QLD,,,,,,https://www.qld.gov.au/youth/family-social-support/yhars-youth-housing,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0013,My Aged Care,"My Aged Care provides information about disability, aged care and other support services for people who are 65 years or older and their carers.",housing,,,QLD,,,,,,https://www.myagedcare.gov.au/,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0014,Aged care homes,Aged care homes can provide quality care and services in a safe environment if you are no longer able to live in your own home.,housing,,,QLD,,,,,,https://www.qld.gov.au/seniors/home-support-housing/aged-care,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0015,Sharing your home,Homesharing or co-residency matches people who need practical help to live at home with people who need or can offer accommodation.,housing,,,QLD,,,,,,https://www.qld.gov.au/disability/adults/sharing-your-home,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0016,Using assistive technology,Assistive technology is equipment or devices that help you do things you can’t do because of your disability. Assistive technology may also help you do something more easily or safely.,housing,,,QLD,,,,,,https://www.qld.gov.au/disability/adults/using-technology-at-home,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0017,National Disability Insurance Scheme (NDIS),The NDIS funds some home and living supports for eligible people with disability.,housing,,,QLD,,,,,,https://www.ndis.gov.au/people-disability.html,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0018,Summer Foundation Housing Toolkit,"The Summer Foundation has worked closely with people with disability and their families to understand the experiences, issues and concerns about housing and support. Throughout this consultation process, the aim was to create a toolkit that is relevant and user-friendly, to help people make their own choices. The toolkit is for both people with disability who require a high level of support and their families.",housing,,,QLD,,,,,,https://www.summerfoundation.org.au/resources/the-housing-toolkit/,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0019,Please contact us,"Thank you for using the Queensland Housing Services Finder. Given the information you provided about your residency status, we recommend you contact your nearest [Housing Service Centre](https://www.qld.gov.au/housing/public-community-housing/housing-service-centre/) or call 13QGOV (13 74 68) to discuss your specific circumstances as we may be able to help you access other services.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0020,Safe Places for Children,Safe Places for Children provides transitional and short to medium-term housing for young people in care.,housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0021,Open Doors Youth Service,"Open Doors Youth Service provides housing help and social support for young people with diverse genders, sexualities and bodies.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0022,Rent Assistance,"Rent Assistance is a regular payment you may be entitled to from Services Australia (Centrelink) to help you pay your rent. This service is provided by the Australian Government. For information on who can get rent assistance, visit [Rent Assistance](https://www.humanservices.gov.au/individuals/services/centrelink/rent-assistance).",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0023,Residential Tenancies Authority (RTA),"The RTA is a Queensland Government statutory authority that helps make renting work for everyone. We work with all groups including tenants, property managers and owners, community and industry stakeholder groups and the Queensland Government.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0024,Tenancy disputes,"The Residential Tenancies Authority (RTA) provides a free, confidential dispute resolution service to help tenants and property managers/owners if they are unable to resolve tenancy disputes themselves.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0025,Bond refunds and lodgements,"A rental bond is a security deposit paid at the start of a tenancy. If a property manager/owner takes a bond, they must give the tenant a receipt and lodge it with the RTA within 10 days. It is an offence not to do so. The bond is paid back to the tenant when the property is vacated, provided no money is owed for rent, damages or other costs.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0026,Tenants Queensland,"Tenants Queensland offers a free statewide advice service for tenants. It seeks to represent the concerns of all Queensland tenants who live in private rental accommodation, including caravan park and boarding house residents.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0027,No interest loan scheme,No Interest Loans are only available in the Cairns and Gold Coast areas. These loans are for Queenslanders who need extra support to set up or continue a rental tenancy.,housing,,,QLD,,,,,,https://www.qld.gov.au/housing/renting/help-to-find-a-rental-home/no-interest-loans-scheme,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0028,Help to manage your finances,The Queensland Financial Resilience Program is a free service that can help you to better manage your money and be more financially secure.,housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0029,Saving for a home,"Buying a house is exciting and life-changing. It all starts with saving for the deposit and the more money you put down upfront, the less you'll have to borrow. There are many ways to save for a home. With a good savings plan and some discipline, you'll soon have the deposit for your home.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0030,First Home Super Saver Scheme,The First Home Super Saver (FHSS) Scheme was introduced to reduce pressure on housing affordability and allows you to save money for a first home inside your superannuation fund. This will help first home buyers save faster with the concessional tax treatment within super.,housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0031,Home Assist Secure,"Home Assist Secure can provide safety related information, referrals and subsidised assistance if you are unable to undertake or pay for critical maintenance services to your home.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0032,Queensland Civil and Administrative Tribunal (QCAT),"QCAT is an independent, accessible tribunal that efficiently resolves disputes on a range of matters. The tribunal's purpose is to provide a quick, inexpensive avenue to resolve disputes between parties and make decisions.",housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
qld_housing_finder_0033,Pathways Shared Equity Loan,The Pathways Shared Equity Loan can help eligible public housing tenants buy a share of the home they are renting.,housing,,,QLD,,,,,,,,,Free,qld_housing_finder,Housing Service Finder,QLD Housing,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/housing-service-finder,2026-04-13
