id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date
vic_melbourne_helping_out_0014,Victorian Legal Aid,legal advice public library,other,,Melbourne,VIC,,-37.810407,144.958897,9269 0234,,legalaid.vic.gov.au,Mon: 8.45 AM - 05.15 PM; Tue: 8.45 AM - 05.15 PM; Wed: 8.45 AM - 05.15 PM; Thu: 8.45 AM - 05.15 PM; Fri: 8.45 AM - 05.15 PM,,There are no fees for appointments.,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0016,Direct Line (24-hr drug and alcohol counselling),,other,,,VIC,,,,,,directline.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0017,Maternal and Child Health Line,,other,,,VIC,,,,13 22 29,,education.vic.gov.au/childhood/parents/support/pages/mchline.aspx,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0018,Suicide Line,,other,,,VIC,,,,1300 651 251,,suicideline.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0019,Adult Outreach Support Services,"Adult Outreach Support Services works with people who are homeless, or at risk of homelessness, to secure and maintain safe and affordable housing and achieve independence in the community.",housing,,North Melbourne,VIC,,-37.795439,144.948507,9329 5100,,vincentcare.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0020,Church of All Nations,"Lunch on Tuesdays, Food pantry, lnternet kiosk and drop-in centre, Carlton No Interest Loans Scheme, Carlton Worker Learning Centre, Referral and Advocacy, Women’s program, Family Learning Program/Children and Parents (Homework Club)",housing,,Carlton,VIC,,-37.795941,144.968642,9347 7077,,carlton-uca.org,"Mon: Worker Learning Centre 10.00 am – 5.00 pm, Homework Club 4.00 pm – 6.00 pm; Tue: Worker Learning Centre 10.00 am – 5.00 pm, Food pantry 10.00 am – 12.00 pm, No Interest Loans 10.00 am – 4.00pm, Women’s program 11.00 am – 3.00 pm, Homework Club 4.00 pm – 6.00 pm; Wed: Worker Learning Centre 10.00 am – 5.00 pm, Food pantry 10.00 am – 12.00 pm, No Interest Loans 10.00 am – 4.00pm, Women’s program 11.00 am – 3.00 pm, Homework Club 4.00 pm – 6.00 pm; Thu: Worker Learning Centre 10.00 am – 5.00 pm, Food pantry 10.00 am – 12.00 pm, No Interest Loans 10.00 am – 4.00pm; Fri: Worker Learning Centre 10.00 am – 5.00 pm",,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0021,Depaul House,residential drug withdrawal service Self referrals via the centralized hub. Contact Direct Line on 1800 888 236 for your local hub. You can also go on line to find your local service.,alcohol_drugs,,Fitzroy,VIC,,-37.807402,144.976911,9231 2624,,health.vic.gov.au/aod/help,Mon: 1.30 pm and 3.30pm; Tue: 1.30 pm and 3.30pm; Wed: 1.30 pm and 3.30pm; Thu: 1.30 pm and 3.30pm; Fri: 1.30 pm and 3.30pm; Sat: Open; Sun: Open,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0022,Melbourne Counselling Service,"gambling counselling, youth sexual assault counselling, a unit of Gamblers Help, financial counselling, general counselling",mental_health,Level 2,Melbourne,VIC,,-37.812515,144.971628,9653 3250,,salvationarmy.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0023,VincentCare Youth Support Service,outreach housing support for young people,other,,Glenroy,VIC,,-37.705865,144.91966,9304 0100,,vincentcare.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0024,InfoXchange – Housing and Homelessness,,other,,,VIC,,,,,,infoxchange.net.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0025,Action Centre,"contraception, sexuality and gender issues, pregnancy and unplanned pregnancy, sexually transmissible infections, sexual decision making, relationships",health,Level 1,Melbourne,VIC,,-37.815731,144.96417,9660 4700,,fpv.org.au,Mon: 10.00am-6.00pm; Tue: 10.00am-6.00pm; Wed: 10.00am-6.00pm; Thu: 10.00am-6.00pm; Fri: 10.00am-6.00pm,,"Over 18 years and working $35 per year, If on a pension or student benefit $10 per year. Free for under 18 year olds.",vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0026,Central City Community Health Service,"Outreach support services for people experiencing or at risk of becoming homelessness, Allied Health Outreach Services, Mental Health Outreach Services, Royal Women’s Hospital Clinic RDNS HPP Nurses, Legal Services – Justice Connect and Inner Melbourne Community Legall, Wintringham Over 50’s Planned Activity Group, Optometry, PESP Workers Ask to speak to the Duty Worker. Please refer to cohealth entry in this booklet for additional information",health,,Melbourne,VIC,,-37.806518,144.961214,1300 022 247,,cohealth.org.au,Mon: 10.00am - 4.00pm; Tue: 10.00am - 4.00pm; Wed: 10.00am - 4.00pm; Thu: 10.00am - 4.00pm; Fri: 10.00am - 4.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0027,Centrelink,"Centrelink is an Australian Government agency delivering a range of services to the community, including social security payments.",other,,South Melbourne,VIC,,-37.830941,144.958914,132850,,humanservices.gov.au/customer/dhs/centrelink,Mon: 8.30am - 4.30pm; Tue: 8.30am - 4.30pm; Wed: 8.30am - 4.30pm; Thu: 8.30am - 4.30pm; Fri: 8.30am - 4.30pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0028,Clarendon Clinic,"psychiatric services for people with serious mental illness, crisis assessment",mental_health,,East Melbourne,VIC,,-37.810921,144.988927,9417 5696,,,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0029,Frontyard Youth Services,"accommodation referral, centrelink, youth connections, gateway reconnect, legal advice, health services, Job Services Australia, family reconciliation and mediation program",housing,,Melbourne,VIC,,-37.819928,144.957305,9611 2411,frontyard@mcm.org.au,www.frontyard.org,Mon: 9.00 am – 8.00 pm; Tue: 9.00 am – 8.00 pm; Wed: 9.00 am – 8.00 pm; Thu: 9.00 am – 8.00 pm; Fri: 9.00 am – 8.00 pm; Sat: 10.00 am– 6.00 pm; Sun: 10.00 am– 6.00 pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0030,Quin House,"Quin House accommodates men over 18 years. There is an abstinence-based program with referral through the withdrawal services. residential drug and alcohol rehabilitation (3 months), post-residential program, accommodation referral",food,,Fitzroy,VIC,,-37.807263,144.980758,9419 4874,,vincentcare.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0031,Ozanam Community Centre,"breakfast – daily between 9.15 am - 10am lunch – daily between 12 noon - 1pm. laundry, shower, health services, dentist, drug and alcohol counselling, doctor and nurse, therapeutic groups, centrelink, Inner Melbourne Legal Services.",food,,North Melbourne,VIC,,-37.800795,144.946225,9329 6733,,vincentcare.org.au,Mon: 9.00am - 2.30pm; Tue: 9.00am - 2.30pm; Wed: 9.00am - 2.30pm; Thu: 9.00am - 2.30pm; Fri: 9.00am - 2.30pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0032,Sacred Heart Mission’s Women’s House,"The Women’s House is a safe drop-in centre for women open Monday – Friday 11.30am - 3.00pm. free lunch is available between 11.30am - 2.00pm assistance with housing and referrals, physical and mental health, counseling and support showers, laundry & telephones computer and internet art program and social activities",food,,St Kilda,VIC,,-37.863676,144.980237,9536 8464,womenshouse@sacredheartmission.org,sacredheartmission.org,"Mon: 11.30 am - 3.00 pm, free lunch 11.30 am - 2.00 pm; Tue: 11.30 am - 3.00 pm, free lunch 11.30 am - 2.00 pm; Wed: 11.30 am - 3.00 pm, free lunch 11.30 am - 2.00 pm; Thu: 11.30 am - 3.00 pm, free lunch 11.30 am - 2.00 pm; Fri: 11.30 am - 3.00 pm, free lunch 11.30 am - 2.00 pm",,No Fee,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0033,Sacred Heart Mission’s Clinic,"provides natural and complementary therapies such as podiatry, physiotherapy, massage, hairdressing appointment required",health,,St Kilda,VIC,,-37.86329,144.980726,9536 8456,,sacredheartmission.org,Mon: 9am - 4:15pm (Appointment needed); Tue: 9am - 4:15pm (Appointment needed); Wed: 9am - 4:15pm (Appointment needed); Thu: 9am - 4:15pm (Appointment needed); Fri: 9am - 4:15pm (Appointment needed),,a payment of $2 is requested however treatment will not be refused if a person is unable to pay,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0034,St. Mary’s House of Welcome,"meals program, showers, information and referral to drugs and alcohol/housing/health etc. day-to-day living program: provides activities and programs for people living with a mental illness.",food,,Fitzroy,VIC,,-37.802492,144.97746,9417 6497,,smhow.org.au,"Mon: 8:30am - 3:30pm, Free breakfast 8.45am - 9.45am, Free morning tea 10.30am, Sit down two-course lunch 12:00pm - 1.00pm (cost: $2.00), Free afternoon tea at 3pm; Tue: 8:30am - 3:30pm, Free breakfast 8.45am - 9.45am, Free morning tea 10.30am, Sit down two-course lunch 12:00pm - 1.00pm (cost: $2.00), Free afternoon tea at 3pm; Wed: 8:30am - 1:30pm, Free breakfast 8.45am - 9.45am, Free morning tea 10.30am, Sit down two-course lunch 12:00pm - 1.00pm (cost: $2.00); Thu: 8:30am - 3:30pm, Free breakfast 8.45am - 9.45am, Free morning tea 10.30am, Sit down two-course lunch 12:00pm - 1.00pm (cost: $2.00), Free afternoon tea at 3pm; Fri: 8:30am - 3:30pm, Free breakfast 8.45am - 9.45am, Free morning tea 10.30am, Sit down two-course lunch 12:00pm - 1.00pm (cost: $2.00), Free afternoon tea at 3pm; Sat: 8:30am - 1:30pm, Free breakfast 8.45am - 9.45am, Free morning tea 10.30am, Sit down two-course lunch 12:00pm - 1.00pm (cost: $2.00)",,Sit down two-course lunch $2.00,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0035,Victoria Police - Melbourne North,In case of an emergency or if you require immediate assistance call Triple Zero (000),other,,North Melbourne,VIC,,-37.800099,144.954611,8379 0800,MELBOURNENORTH-UNI-OIC@police.vic.gov.au,police.vic.gov.au,Mon: 24 hours; Tue: 24 hours; Wed: 24 hours; Thu: 24 hours; Fri: 24 hours; Sat: 24 hours; Sun: 24 hours,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0036,Women’s Health Information Centre (WHIC),"The Women’s Health Information Centre (WHIC) is a free, confidential health service which offers information, individualized support and referral options on a wide range of women’s health issues. Experienced women’s health nurses and midwives are available by telephone or email or women can come into our centre for one-on-one support and advice.",other,Royal Women’s Hospital,Parkville,VIC,,-37.799549,144.955127,8345 3045,whicinfo@thewomens.org.au,thewomens.org.au,Mon: 9.00am - 5.00pm; Tue: 9.00am - 5.00pm; Wed: 9.00am - 5.00pm; Thu: 9.00am - 5.00pm; Fri: 9.00am - 5.00pm,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0037,Aboriginal Housing Victoria,,other,,,VIC,,,,,,ahvic.org.au,,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0038,Parentline Victoria,"Statewide telephone service providing counselling, information and referral for all Victorian parents and carers of children 0 - 18yrs.",other,,,VIC,,,,13 22 89,,education.vic.gov.au/about/contact/Pages/parentline.aspx,Mon: 8am to midnight; Tue: 8am to midnight; Wed: 8am to midnight; Thu: 8am to midnight; Fri: 8am to midnight; Sat: 8am to midnight; Sun: 8am to midnight,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
vic_melbourne_helping_out_0039,COHEALTH,"range of health and welfare services, drug and alcohol counseling, drop in social work/counselling sessions needle and syringe programs, mental health community support, doctors and nurses.",alcohol_drugs,,Collingwood,VIC,,-37.798881,144.992598,9411 4333,,cohealth.org.au,Mon: 8.30am - 5.30pm; Tue: 8.30am - 5.30pm; Wed: 8.30am - 5.30pm; Thu: 8.30am - 5.30pm; Fri: 8.30am - 5.30pm; Sat: 9.00am - 12.00 Noon,,,vic_melbourne_helping_out,Free and Cheap Support Services (Helping Out),City of Melbourne,VIC,CC-BY-4.0,https://discover.data.vic.gov.au/dataset/free-and-cheap-support-services-with-opening-hours-public-transport-and-parking-options-helping,2026-04-12
